"TARGET_FLAG","TARGET_AMT","KIDSDRIV","AGE","HOMEKIDS","YOJ","INCOME","PARENT1","HOME_VAL","MSTATUS","SEX","EDUCATION","JOB","TRAVTIME","CAR_USE","BLUEBOOK","TIF","CAR_TYPE","RED_CAR","OLDCLAIM","CLM_FREQ","REVOKED","MVR_PTS","CAR_AGE","URBANICITY"
0,0,"0",50,"0",0,0,"No",110784,"No","F","Masters","Home Maker",17,"Private",16780,1,"Pickup","no",0,"0","Yes",0,15,"Highly Urban/ Urban"
0,0,"0",44,"0",12,50593,"No",192822,"Yes","F","High School","Blue Collar",88,"Private",18100,6,"Sports Car","no",815,"1","No",3,12,"Highly Urban/ Urban"
0,0,"0",28,"1",13,84448,"Yes",0,"No","M","Bachelors","Professional",18,"Private",12740,4,"Minivan","yes",13415,"3","No",3,8,"Highly Urban/ Urban"
0,0,"0",41,"0",11,1953,"No",137081,"Yes","F","High School","Home Maker",40,"Private",14080,7,"SUV","no",3552,"3","No",0,9,"Highly Urban/ Urban"
1,3628.52754694422,"0",46,"0",0,0,"No",66699,"No","F","Bachelors","Home Maker",35,"Private",12240,6,"SUV","no",1186,"2","No",7,8,"Highly Urban/ Urban"
0,0,"0",46,"0",10,40047,"No",153059,"Yes","M","High School","Clerical",29,"Private",12530,1,"Minivan","yes",8292,"1","No",3,1,"Highly Urban/ Urban"
1,4090.61637713957,"0",44,"1",12,51120,"Yes",0,"No","M","High School","Professional",36,"Commercial",26840,1,"Panel Truck","yes",0,"0","Yes",2,8,"Highly Urban/ Urban"
0,0,"0",50,"0",0,0,"No",105910,"Yes","F","Masters","Home Maker",25,"Private",6500,1,"Minivan","no",0,"0","No",0,8,"Highly Rural/ Rural"
0,0,"0",51,"0",11,66336,"No",261916,"Yes","M","Masters","Lawyer",26,"Private",13230,4,"Minivan","yes",0,"0","No",0,8,"Highly Urban/ Urban"
0,0,"0",31,"1",12,77624,"Yes",0,"No","F","PhD","Manager",15,"Commercial",25460,13,"Pickup","no",0,"0","No",1,8,"Highly Urban/ Urban"
1,3590.56243713542,"0",45,"2",12,51113,"Yes",204071,"No","M","Bachelors","Clerical",68,"Commercial",11110,1,"Pickup","yes",16558,"1","Yes",0,13,"Highly Urban/ Urban"
1,3589.26784525786,"0",34,"2",0,0,"No",0,"Yes","F","High School","Student",39,"Private",15890,1,"SUV","no",4631,"1","No",0,1,"Highly Urban/ Urban"
0,0,"0",42,"0",11,61530,"No",0,"No","M","Bachelors","Manager",27,"Private",16620,6,"Van","no",0,"0","No",2,8,"Highly Urban/ Urban"
0,0,"0",52,"0",16,135523,"No",388666,"Yes","M","Bachelors","Manager",18,"Commercial",20250,10,"Van","no",31672,"3","No",4,13,"Highly Urban/ Urban"
0,0,"0",34,"3",8,27008,"No",158840,"Yes","F","High School","Blue Collar",17,"Commercial",25190,1,"Pickup","no",0,"0","No",5,7,"Highly Urban/ Urban"
0,0,"0",53,"0",6,67816,"No",247605,"Yes","M","High School","Blue Collar",30,"Commercial",22800,1,"Panel Truck","yes",0,"0","No",2,1,"Highly Urban/ Urban"
1,4117.64456805656,"0",37,"0",10,21484,"No",0,"No","M","High School","Clerical",35,"Private",9780,10,"Pickup","no",40648,"3","Yes",2,1,"Highly Urban/ Urban"
0,0,"2",45,"3",0,0,"No",71936,"Yes","F","High School","Home Maker",36,"Private",1500,1,"SUV","no",0,"0","No",2,1,"Highly Rural/ Rural"
1,3863.50834880848,"0",41,"0",10,48835,"No",249596,"No","M","High School","Blue Collar",35,"Commercial",10480,6,"Pickup","yes",2702,"1","No",3,9,"Highly Urban/ Urban"
0,0,"0",66,"0",13,70618,"No",263650,"Yes","F","PhD","Home Maker",89,"Private",19810,6,"Sports Car","no",0,"0","No",0,13,"Highly Urban/ Urban"
0,0,"0",52,"0",13,43393,"No",158840,"Yes","F","High School","Clerical",23,"Private",12890,1,"SUV","no",10782,"3","No",1,1,"Highly Urban/ Urban"
1,3138.91275693321,"0",40,"0",0,0,"No",0,"Yes","M","High School","Student",45,"Commercial",6550,11,"Pickup","no",1176,"2","No",4,7,"Highly Urban/ Urban"
0,0,"0",51,"0",11,0,"No",93915,"Yes","F","High School","Home Maker",38,"Private",8620,10,"SUV","no",0,"0","No",4,1,"Highly Rural/ Rural"
1,5384.17934120793,"0",19,"3",11,5228,"Yes",0,"No","F","High School","Student",28,"Commercial",15080,14,"SUV","no",0,"0","No",4,10,"Highly Urban/ Urban"
0,0,"0",36,"0",9,78760,"No",0,"No","F","PhD","Doctor",51,"Private",12980,6,"SUV","no",32996,"1","No",1,8,"Highly Urban/ Urban"
0,0,"0",28,"1",11,24814,"No",103896,"Yes","M","<High School","Clerical",26,"Private",7750,4,"Minivan","yes",5556,"1","No",1,8,"Highly Urban/ Urban"
0,0,"0",46,"0",6,112465,"No",0,"No","M","Masters","Manager",36,"Commercial",24330,1,"Panel Truck","yes",1401,"1","No",0,14,"Highly Urban/ Urban"
0,0,"0",53,"0",0,0,"No",66839,"Yes","F","High School","Home Maker",6,"Private",6800,1,"Sports Car","no",0,"0","No",1,1,"Highly Urban/ Urban"
0,0,"0",44,"0",7,68820,"No",197831,"Yes","F","High School","Blue Collar",16,"Commercial",12780,1,"Sports Car","no",0,"0","No",0,1,"Highly Rural/ Rural"
0,0,"0",42,"0",12,85921,"No",270346,"Yes","F","Masters","Lawyer",41,"Private",29080,7,"Pickup","no",1551,"3","No",2,15,"Highly Urban/ Urban"
1,3627.43472691008,"0",35,"2",12,30111,"Yes",0,"No","M","High School","Clerical",48,"Private",4510,6,"Pickup","yes",7654,"2","No",9,1,"Highly Urban/ Urban"
0,0,"1",40,"2",7,50272,"No",180265,"Yes","M","High School","Blue Collar",32,"Commercial",10530,6,"Pickup","no",0,"0","No",5,1,"Highly Rural/ Rural"
1,3850.59532829149,"0",47,"0",12,28107,"No",0,"No","F","High School","Clerical",58,"Private",9010,1,"Sports Car","no",8598,"1","No",3,9,"Highly Urban/ Urban"
0,0,"0",53,"0",10,41924,"No",0,"No","F","High School","Home Maker",81,"Private",6800,1,"SUV","no",0,"0","No",0,7,"Highly Rural/ Rural"
0,0,"0",52,"0",7,66063,"No",208162,"No","M","Masters","Professional",33,"Commercial",6700,11,"Pickup","yes",7684,"2","No",3,19,"Highly Urban/ Urban"
0,0,"0",39,"0",13,31348,"No",148483,"Yes","F","Masters","Lawyer",19,"Private",8530,4,"Minivan","no",0,"0","Yes",0,15,"Highly Urban/ Urban"
0,0,"0",50,"0",10,12623,"No",0,"Yes","M","High School","Student",30,"Private",2760,4,"Minivan","yes",6748,"3","No",0,1,"Highly Urban/ Urban"
0,0,"0",48,"0",13,38879,"No",0,"No","F","Masters","Lawyer",35,"Private",11330,3,"SUV","no",3396,"3","No",4,1,"Highly Urban/ Urban"
0,0,"1",45,"2",14,46684,"No",168591,"Yes","F","High School","Professional",22,"Private",10670,10,"SUV","no",0,"0","No",2,1,"Highly Urban/ Urban"
0,0,"0",56,"0",13,69152,"No",250572,"No","F","Bachelors","Professional",7,"Private",14020,7,"SUV","no",0,"0","Yes",0,14,"Highly Urban/ Urban"
0,0,"0",47,"0",0,0,"No",0,"No","F","Masters","Home Maker",13,"Private",20890,1,"SUV","no",0,"0","No",1,15,"Highly Urban/ Urban"
0,0,"0",53,"0",7,97495,"No",292386,"Yes","M","Masters","Manager",25,"Private",20940,6,"Van","yes",0,"0","No",3,8,"Highly Urban/ Urban"
0,0,"0",48,"0",7,55050,"No",223804,"No","F","Bachelors","Professional",31,"Private",6300,1,"SUV","no",0,"0","No",1,8,"Highly Urban/ Urban"
0,0,"0",57,"0",13,117612,"No",158840,"Yes","M","PhD","Unknown",24,"Commercial",7390,6,"Pickup","no",0,"0","No",2,16,"Highly Urban/ Urban"
0,0,"0",45,"0",5,56351,"No",219589,"Yes","M","High School","Blue Collar",5,"Commercial",21580,9,"Van","yes",0,"0","No",0,8,"Highly Urban/ Urban"
0,0,"0",45,"0",15,15151,"No",119434,"Yes","F","<High School","Clerical",40,"Private",10380,4,"SUV","no",0,"0","No",2,1,"Highly Urban/ Urban"
0,0,"0",39,"3",16,42535,"No",189139,"Yes","M","High School","Clerical",22,"Private",13350,1,"Minivan","yes",0,"0","No",0,8,"Highly Rural/ Rural"
0,0,"2",61,"3",14,108990,"Yes",0,"No","M","PhD","Doctor",34,"Private",37510,6,"SUV","yes",0,"0","No",0,12,"Highly Urban/ Urban"
0,0,"0",43,"1",15,80012,"No",250971,"Yes","M","Masters","Lawyer",27,"Private",13800,4,"Minivan","no",4778,"3","No",5,21,"Highly Urban/ Urban"
0,0,"0",50,"0",11,160103,"No",376152,"Yes","F","Masters","Lawyer",29,"Private",22460,13,"Pickup","no",0,"0","No",0,14,"Highly Urban/ Urban"
1,3124.45373887913,"0",33,"3",9,94866,"No",271416,"Yes","F","High School","Blue Collar",50,"Commercial",4800,4,"Sports Car","no",0,"0","No",3,11,"Highly Urban/ Urban"
0,0,"0",39,"0",13,86737,"No",231682,"Yes","M","Bachelors","Blue Collar",6,"Commercial",10370,1,"Pickup","yes",0,"0","No",0,9,"Highly Urban/ Urban"
0,0,"0",47,"0",11,99417,"No",299437,"Yes","M","<High School","Blue Collar",30,"Private",16140,1,"Minivan","no",0,"0","No",0,3,"Highly Rural/ Rural"
0,0,"0",52,"0",10,136123,"No",348357,"Yes","M","PhD","Home Maker",5,"Private",10810,1,"Sports Car","no",1810,"1","No",5,1,"Highly Urban/ Urban"
0,0,"0",51,"0",14,91428,"No",309772,"Yes","M","Masters","Manager",50,"Private",15740,13,"Minivan","yes",0,"0","No",2,9,"Highly Urban/ Urban"
1,4886.76452643007,"0",30,"3",15,20944,"Yes",0,"No","M","<High School","Blue Collar",33,"Private",10510,6,"Pickup","yes",40386,"1","No",5,1,"Highly Urban/ Urban"
1,4012.03287161263,"0",61,"0",13,58566,"No",286204,"Yes","M","High School","Blue Collar",48,"Commercial",24340,1,"Panel Truck","yes",0,"0","No",2,1,"Highly Urban/ Urban"
0,0,"0",41,"1",9,125574,"No",305880,"Yes","M","Bachelors","Professional",38,"Private",21810,9,"Minivan","yes",0,"0","No",0,8,"Highly Rural/ Rural"
0,0,"0",60,"1",15,70695,"No",260977,"Yes","M","Masters","Lawyer",22,"Private",14570,1,"Minivan","yes",0,"0","No",0,13,"Highly Urban/ Urban"
0,0,"0",50,"0",7,43445,"No",149248,"Yes","F","Bachelors","Home Maker",56,"Private",10010,7,"SUV","no",0,"0","No",1,11,"Highly Urban/ Urban"
0,0,"0",50,"0",10,16917,"No",92745,"Yes","F","<High School","Clerical",23,"Private",14990,10,"Minivan","no",0,"0","No",0,1,"Highly Urban/ Urban"
1,3404.06917076289,"0",38,"0",10,51778,"No",0,"No","F","High School","Clerical",12,"Private",7060,1,"Sports Car","no",7898,"2","No",0,1,"Highly Urban/ Urban"
1,4730.73874207507,"0",35,"0",13,62971,"No",0,"No","M","<High School","Manager",36,"Commercial",19760,1,"Van","yes",7908,"1","No",10,1,"Highly Urban/ Urban"
1,3392.62707350561,"1",38,"3",13,28065,"Yes",112596,"No","M","Bachelors","Clerical",33,"Private",4310,10,"Minivan","no",30254,"3","Yes",0,8,"Highly Urban/ Urban"
1,4212.00050332993,"2",40,"2",11,51778,"Yes",0,"No","M","High School","Blue Collar",27,"Private",13420,6,"Minivan","no",7865,"4","No",3,1,"Highly Urban/ Urban"
1,4289.21198686393,"2",36,"4",11,36844,"Yes",0,"No","F","Bachelors","Clerical",38,"Private",21660,1,"SUV","no",20731,"1","Yes",7,9,"Highly Urban/ Urban"
0,0,"0",46,"0",11,114924,"No",298660,"Yes","M","High School","Blue Collar",51,"Commercial",38600,9,"Panel Truck","yes",0,"0","No",0,8,"Highly Rural/ Rural"
0,0,"0",52,"0",13,51778,"No",218142,"Yes","M","Masters","Unknown",68,"Commercial",9560,1,"Pickup","no",11409,"1","No",0,15,"Highly Urban/ Urban"
0,0,"0",44,"0",12,69357,"No",0,"No","F","Bachelors","Professional",46,"Private",13240,4,"SUV","no",0,"0","No",1,5,"Highly Urban/ Urban"
1,4469.94214202661,"0",37,"0",8,26500,"No",169170,"No","F","High School","Blue Collar",33,"Commercial",10250,1,"SUV","no",30081,"1","Yes",5,1,"Highly Urban/ Urban"
0,0,"0",52,"0",13,70055,"No",158840,"No","F","Masters","Manager",35,"Private",8510,3,"SUV","no",0,"0","No",0,13,"Highly Urban/ Urban"
1,3951.15511868445,"0",50,"0",13,5263,"No",0,"No","F","High School","Student",29,"Commercial",10620,11,"SUV","no",3553,"3","No",2,7,"Highly Urban/ Urban"
0,0,"1",45,"1",15,197836,"No",504107,"Yes","M","PhD","Unknown",15,"Commercial",25780,3,"Panel Truck","yes",45436,"2","Yes",1,8,"Highly Urban/ Urban"
1,3695.07516075897,"0",37,"3",14,26425,"No",127470,"Yes","M","<High School","Blue Collar",50,"Commercial",9030,4,"Pickup","yes",1602,"2","No",6,6,"Highly Urban/ Urban"
0,0,"0",54,"0",14,86120,"No",158840,"No","F","Masters","Unknown",26,"Commercial",29890,10,"Pickup","no",0,"0","No",0,17,"Highly Urban/ Urban"
0,0,"0",52,"0",11,95892,"No",274044,"Yes","F","Bachelors","Manager",21,"Private",11090,7,"Pickup","no",0,"0","No",1,9,"Highly Urban/ Urban"
0,0,"0",46,"0",15,24276,"No",107542,"Yes","M","High School","Clerical",28,"Private",11900,1,"Pickup","no",0,"0","No",0,1,"Highly Urban/ Urban"
0,0,"0",52,"0",11,103831,"No",324828,"No","F","PhD","Doctor",53,"Private",17080,11,"Minivan","no",0,"0","No",0,11,"Highly Urban/ Urban"
0,0,"0",59,"0",12,80217,"No",275635,"Yes","M","Bachelors","Blue Collar",26,"Commercial",26630,1,"Panel Truck","no",8938,"2","No",6,12,"Highly Rural/ Rural"
0,0,"0",48,"0",12,108601,"No",320455,"Yes","M","High School","Blue Collar",23,"Commercial",17160,17,"Van","yes",31227,"2","No",4,1,"Highly Urban/ Urban"
0,0,"0",57,"0",13,110330,"No",0,"No","M","Masters","Unknown",13,"Commercial",18230,10,"Van","no",3253,"1","No",2,8,"Highly Urban/ Urban"
0,0,"0",48,"0",8,139380,"No",388124,"Yes","M","Masters","Lawyer",53,"Private",14740,3,"Minivan","yes",0,"0","No",1,12,"Highly Urban/ Urban"
1,2727.20311683933,"0",31,"3",15,6393,"Yes",0,"No","F","High School","Student",50,"Private",1500,8,"Sports Car","no",5540,"2","No",5,8,"Highly Urban/ Urban"
1,4292.48922194579,"0",29,"0",11,24276,"No",158840,"No","F","<High School","Blue Collar",43,"Private",6830,1,"SUV","no",5808,"1","No",5,1,"Highly Urban/ Urban"
0,0,"0",48,"1",13,37074,"No",184181,"Yes","F","High School","Professional",48,"Private",15190,1,"Minivan","no",4848,"3","No",1,1,"Highly Urban/ Urban"
1,4168.25152037992,"2",45,"2",9,14640,"No",87100,"Yes","F","<High School","Blue Collar",37,"Private",23940,1,"SUV","no",0,"0","No",2,5,"Highly Urban/ Urban"
0,0,"0",40,"0",10,78589,"No",0,"No","F","Bachelors","Manager",25,"Private",9360,4,"SUV","no",800,"3","No",0,12,"Highly Urban/ Urban"
0,0,"0",51,"0",10,144742,"No",0,"No","F","Masters","Manager",14,"Private",26790,13,"Pickup","no",0,"0","No",2,18,"Highly Urban/ Urban"
0,0,"0",32,"0",11,24506,"No",117746,"Yes","M","Bachelors","Clerical",66,"Commercial",18260,3,"Van","yes",0,"0","No",0,10,"Highly Urban/ Urban"
0,0,"0",47,"0",0,0,"No",83712,"Yes","F","Bachelors","Home Maker",48,"Private",13300,11,"Pickup","no",0,"0","No",0,13,"Highly Rural/ Rural"
0,0,"0",51,"0",10,104355,"No",286694,"No","F","Masters","Manager",38,"Private",17040,3,"Minivan","no",0,"0","No",1,15,"Highly Urban/ Urban"
0,0,"0",40,"0",9,70381,"No",267721,"Yes","F","Masters","Manager",24,"Private",15880,8,"Sports Car","no",0,"0","No",0,14,"Highly Urban/ Urban"
0,0,"0",46,"0",0,0,"No",0,"Yes","M","High School","Student",40,"Commercial",28070,1,"Panel Truck","yes",0,"0","No",2,8,"Highly Rural/ Rural"
0,0,"0",26,"1",0,0,"Yes",0,"No","F","Bachelors","Home Maker",65,"Private",25940,6,"Minivan","no",0,"0","No",0,7,"Highly Rural/ Rural"
0,0,"0",50,"1",11,96013,"Yes",0,"No","M","Masters","Manager",52,"Commercial",26400,3,"Panel Truck","no",2243,"3","No",0,13,"Highly Urban/ Urban"
0,0,"0",34,"3",0,0,"No",74744,"Yes","F","Bachelors","Home Maker",36,"Private",4900,7,"SUV","no",8272,"2","No",0,6,"Highly Urban/ Urban"
1,2599.42971889919,"0",48,"0",0,0,"No",0,"No","F","Bachelors","Home Maker",31,"Private",1500,6,"Sports Car","no",3521,"1","No",6,7,"Highly Urban/ Urban"
0,0,"0",52,"0",8,153688,"No",418418,"No","F","PhD","Manager",23,"Private",8470,6,"SUV","no",0,"0","Yes",0,8,"Highly Urban/ Urban"
1,3649.77604922593,"0",35,"0",12,73647,"No",0,"No","F","Bachelors","Blue Collar",57,"Commercial",19200,4,"Minivan","no",0,"0","Yes",1,7,"Highly Urban/ Urban"
1,3628.45322227602,"1",43,"1",9,111656,"Yes",0,"No","F","Bachelors","Professional",55,"Private",7700,1,"Sports Car","no",30378,"1","Yes",5,9,"Highly Urban/ Urban"
0,0,"0",59,"2",18,137183,"No",374393,"Yes","M","Masters","Unknown",5,"Commercial",40580,13,"Panel Truck","no",0,"0","No",1,10,"Highly Urban/ Urban"
0,0,"0",62,"0",15,59807,"No",194391,"Yes","M","Masters","Lawyer",25,"Private",8230,1,"Sports Car","yes",41794,"3","Yes",3,10,"Highly Urban/ Urban"
0,0,"0",47,"0",14,6150,"No",0,"Yes","M","<High School","Student",39,"Private",8240,13,"Pickup","yes",0,"0","No",2,6,"Highly Rural/ Rural"
0,0,"0",62,"0",14,43775,"No",173539,"Yes","M","Bachelors","Blue Collar",32,"Commercial",1500,1,"Sports Car","yes",0,"0","No",0,1,"Highly Rural/ Rural"
0,0,"0",44,"4",0,0,"No",100846,"Yes","F","Bachelors","Home Maker",36,"Private",1500,4,"Sports Car","no",9637,"1","No",0,13,"Highly Urban/ Urban"
0,0,"0",58,"0",15,109878,"No",298537,"Yes","M","PhD","Unknown",28,"Commercial",22260,1,"Van","no",0,"0","No",1,15,"Highly Urban/ Urban"
0,0,"0",50,"0",13,93454,"No",236061,"Yes","M","Bachelors","Professional",13,"Commercial",24090,6,"Panel Truck","yes",0,"0","No",1,10,"Highly Urban/ Urban"
1,4053.68068854925,"0",39,"3",14,51778,"Yes",0,"No","F","<High School","Blue Collar",41,"Private",16070,1,"SUV","no",4338,"2","No",1,8,"Highly Urban/ Urban"
0,0,"0",47,"0",0,51778,"No",0,"No","F","Masters","Home Maker",13,"Private",11780,3,"Minivan","no",0,"0","No",4,15,"Highly Urban/ Urban"
1,4121.3157190319,"0",24,"1",10,9761,"No",92374,"Yes","F","Bachelors","Professional",66,"Private",11320,10,"Sports Car","yes",14584,"2","Yes",10,0,"Highly Urban/ Urban"
0,0,"0",46,"0",14,129798,"No",312180,"Yes","F","Masters","Manager",19,"Commercial",23550,1,"Pickup","no",0,"0","No",0,12,"Highly Urban/ Urban"
0,0,"0",29,"2",14,60157,"No",158830,"Yes","M","Bachelors","Blue Collar",5,"Commercial",10420,6,"Pickup","yes",3761,"3","No",2,8,"Highly Urban/ Urban"
0,0,"0",56,"0",5,82624,"No",323568,"No","F","Bachelors","Professional",25,"Private",22700,9,"SUV","no",0,"0","No",0,1,"Highly Rural/ Rural"
1,3806.33857097482,"0",35,"0",9,22543,"No",150019,"No","F","<High School","Clerical",32,"Private",7250,4,"SUV","no",3002,"1","No",0,6,"Highly Urban/ Urban"
0,0,"0",47,"0",14,76638,"No",264483,"Yes","M","High School","Manager",41,"Commercial",14020,4,"Minivan","yes",1620,"1","No",4,7,"Highly Urban/ Urban"
0,0,"0",46,"0",12,40992,"No",165542,"Yes","F","High School","Blue Collar",5,"Commercial",10200,13,"SUV","no",30520,"1","No",7,1,"Highly Urban/ Urban"
0,0,"0",41,"0",12,100258,"No",282717,"Yes","M","Bachelors","Professional",30,"Private",30660,9,"Minivan","yes",0,"0","No",0,10,"Highly Urban/ Urban"
0,0,"0",52,"0",16,61299,"No",260164,"Yes","M","High School","Blue Collar",10,"Commercial",37360,19,"Panel Truck","yes",0,"0","No",0,1,"Highly Urban/ Urban"
0,0,"2",37,"2",9,20050,"No",89548,"Yes","M","<High School","Blue Collar",35,"Private",10690,7,"Pickup","no",0,"0","No",2,8,"Highly Rural/ Rural"
0,0,"0",50,"0",0,0,"No",110784,"No","F","Masters","Home Maker",17,"Private",18660,1,"SUV","no",1427,"1","No",0,15,"Highly Urban/ Urban"
0,0,"0",56,"0",10,99606,"No",158840,"No","M","Masters","Manager",14,"Private",9050,6,"Pickup","no",0,"0","No",0,12,"Highly Urban/ Urban"
0,0,"0",43,"2",0,0,"No",0,"Yes","M","High School","Student",42,"Private",8260,3,"Pickup","no",0,"0","No",0,6,"Highly Urban/ Urban"
0,0,"0",51,"1",11,66296,"No",205130,"Yes","M","Bachelors","Professional",58,"Commercial",8970,1,"Pickup","yes",0,"0","No",0,1,"Highly Urban/ Urban"
0,0,"0",50,"0",14,49256,"No",212649,"Yes","M","Bachelors","Manager",34,"Commercial",11430,4,"Pickup","no",5556,"4","No",2,1,"Highly Urban/ Urban"
0,0,"0",45,"0",11,49957,"No",191130,"No","M","Bachelors","Professional",22,"Commercial",18710,4,"Van","yes",0,"0","No",1,2,"Highly Urban/ Urban"
0,0,"0",49,"0",13,30644,"No",174753,"Yes","F","PhD","Home Maker",32,"Private",9460,4,"SUV","no",8861,"4","No",5,10,"Highly Urban/ Urban"
0,0,"0",49,"0",11,51778,"No",384029,"Yes","M","Masters","Professional",21,"Private",23170,7,"Minivan","no",0,"0","No",0,18,"Highly Rural/ Rural"
0,0,"0",39,"0",11,51778,"No",387474,"Yes","M","PhD","Lawyer",23,"Private",5400,3,"Pickup","yes",0,"0","No",0,20,"Highly Urban/ Urban"
0,0,"0",32,"1",13,22243,"Yes",0,"No","F","Bachelors","Home Maker",5,"Commercial",19470,13,"Pickup","no",0,"0","No",0,10,"Highly Urban/ Urban"
1,3935.67461689205,"0",48,"0",8,36954,"No",0,"No","M","High School","Blue Collar",37,"Commercial",10000,1,"Pickup","yes",3654,"2","No",3,1,"Highly Urban/ Urban"
0,0,"0",48,"0",5,14938,"No",0,"No","F","Bachelors","Student",16,"Private",6300,6,"SUV","no",7998,"1","No",5,10,"Highly Urban/ Urban"
0,0,"0",39,"0",9,133060,"No",0,"No","F","PhD","Lawyer",44,"Private",5400,7,"Sports Car","no",2897,"2","No",1,18,"Highly Urban/ Urban"
0,0,"0",52,"0",8,129561,"No",336369,"Yes","M","Bachelors","Professional",46,"Private",19660,6,"Minivan","yes",0,"0","No",1,12,"Highly Urban/ Urban"
0,0,"0",44,"0",12,100046,"No",238931,"Yes","F","<High School","Blue Collar",38,"Private",14810,1,"SUV","no",0,"0","No",0,6,"Highly Rural/ Rural"
0,0,"0",32,"3",10,22901,"No",87839,"Yes","M","High School","Clerical",49,"Private",13200,6,"Minivan","no",0,"0","Yes",1,6,"Highly Urban/ Urban"
0,0,"0",43,"0",11,30183,"No",87809,"Yes","F","Masters","Home Maker",17,"Private",8820,6,"SUV","no",0,"0","No",0,8,"Highly Urban/ Urban"
0,0,"0",58,"2",17,51318,"No",201105,"Yes","M","Bachelors","Professional",16,"Private",13080,4,"Minivan","yes",0,"0","No",0,5,"Highly Urban/ Urban"
0,0,"1",45,"3",18,7696,"No",0,"Yes","M","<High School","Student",43,"Private",9790,1,"Pickup","yes",0,"0","No",0,1,"Highly Urban/ Urban"
0,0,"0",54,"0",14,114422,"No",158840,"Yes","F","Masters","Lawyer",33,"Private",23350,1,"SUV","no",4091,"1","No",0,16,"Highly Urban/ Urban"
0,0,"0",30,"4",12,58248,"Yes",0,"No","M","PhD","Unknown",25,"Private",14380,1,"Minivan","no",0,"0","No",2,8,"Highly Urban/ Urban"
0,0,"0",49,"0",7,86847,"No",228889,"No","M","Masters","Professional",33,"Commercial",23210,1,"Panel Truck","yes",0,"0","No",0,6,"Highly Rural/ Rural"
1,4038.28649189237,"0",37,"1",11,22401,"Yes",0,"No","F","<High School","Blue Collar",33,"Private",7440,4,"Sports Car","no",30099,"3","Yes",6,4,"Highly Urban/ Urban"
0,0,"0",47,"0",12,120030,"No",321152,"No","F","Masters","Professional",6,"Private",6200,4,"SUV","no",6949,"1","No",3,16,"Highly Urban/ Urban"
0,0,"0",57,"0",15,98323,"No",334600,"Yes","F","Bachelors","Manager",21,"Private",11330,7,"SUV","no",0,"0","No",0,11,"Highly Urban/ Urban"
0,0,"0",56,"2",13,60286,"No",213596,"Yes","F","Bachelors","Blue Collar",43,"Commercial",13130,6,"SUV","no",0,"0","No",0,11,"Highly Rural/ Rural"
0,0,"0",39,"2",0,0,"No",105472,"Yes","F","<High School","Home Maker",10,"Private",5400,1,"Sports Car","no",0,"0","No",0,1,"Highly Urban/ Urban"
0,0,"0",45,"0",4,83111,"No",237263,"No","M","Bachelors","Manager",31,"Commercial",18610,7,"Van","no",0,"0","No",2,7,"Highly Urban/ Urban"
0,0,"0",40,"0",0,0,"No",0,"No","F","High School","Student",53,"Commercial",22180,3,"Sports Car","no",0,"0","No",0,1,"Highly Rural/ Rural"
0,0,"0",33,"2",13,35263,"No",169916,"Yes","F","<High School","Blue Collar",41,"Commercial",10620,13,"Minivan","no",0,"0","No",3,1,"Highly Urban/ Urban"
0,0,"0",42,"0",11,92395,"No",277497,"Yes","M","Bachelors","Blue Collar",20,"Commercial",10470,1,"Pickup","no",27667,"1","Yes",4,11,"Highly Urban/ Urban"
0,0,"0",48,"0",10,34606,"No",163682,"Yes","M","<High School","Blue Collar",59,"Private",3920,1,"Minivan","yes",0,"0","No",1,1,"Highly Urban/ Urban"
0,0,"0",32,"2",9,27462,"Yes",0,"No","F","High School","Clerical",30,"Private",11630,6,"SUV","no",0,"0","Yes",0,1,"Highly Rural/ Rural"
0,0,"0",45,"1",11,3006,"Yes",0,"No","F","High School","Home Maker",39,"Commercial",30050,6,"Van","no",0,"0","Yes",2,1,"Highly Rural/ Rural"
0,0,"0",49,"0",15,22978,"No",144545,"Yes","M","<High School","Clerical",5,"Private",20010,1,"Van","yes",0,"0","No",0,9,"Highly Urban/ Urban"
1,3344.069955982,"3",45,"3",14,3532,"No",71734,"Yes","F","High School","Home Maker",35,"Private",6350,1,"SUV","no",11564,"2","No",2,6,"Highly Urban/ Urban"
0,0,"0",34,"3",13,20299,"No",66016,"Yes","F","High School","Home Maker",45,"Private",18140,6,"SUV","no",0,"0","No",3,1,"Highly Rural/ Rural"
0,0,"0",39,"0",11,94059,"No",286323,"Yes","M","Bachelors","Professional",33,"Commercial",42320,1,"Panel Truck","yes",0,"0","No",0,6,"Highly Urban/ Urban"
0,0,"0",45,"0",0,0,"No",77453,"No","F","Masters","Home Maker",24,"Private",30130,4,"Minivan","no",0,"0","No",0,15,"Highly Urban/ Urban"
1,3522.99607512635,"1",45,"1",14,26156,"No",179165,"Yes","F","Bachelors","Professional",48,"Private",14460,1,"SUV","no",28959,"1","Yes",0,10,"Highly Urban/ Urban"
0,0,"0",56,"2",16,66868,"No",204146,"Yes","F","High School","Blue Collar",17,"Private",21050,10,"Pickup","no",0,"0","Yes",0,6,"Highly Urban/ Urban"
0,0,"0",55,"0",16,42815,"No",205232,"Yes","M","Masters","Lawyer",47,"Private",14690,1,"Minivan","yes",8762,"1","No",0,8,"Highly Urban/ Urban"
